Zipcode,Population,Number of Households,Household Income,Poverty Count,Poverty Rate,Total Commute Time,Average Commute Time,Total Vehicles,Average Vehicles per Household
00719,28556.0,8598.0,18922.0,13157.0,46.074380165289256,7028.0,0.8173993952081879,6275.0,0.7298208885787393
00720,20758.0,6626.0,15295.0,11552.0,55.650833413623666,4509.0,0.6805010564443102,4080.0,0.6157561122849381
00723,16984.0,6162.0,16063.0,9141.0,53.82124352331606,3712.0,0.602401817591691,3220.0,0.522557611165206
00725,80537.0,30256.0,21350.0,33738.0,41.89130461775333,24950.0,0.8246298254891592,21955.0,0.7256411951348493
00727,52743.0,19252.0,31688.0,16492.0,31.268604364560225,19746.0,1.0256596717224185,18025.0,0.9362663619364222
00728,39083.0,13139.0,19340.0,18076.0,46.25028784893688,11217.0,0.8537179389603471,10445.0,0.7949615648070629
00729,51015.0,16481.0,21469.0,21080.0,41.32118004508478,15674.0,0.9510345246040895,14245.0,0.8643286208361143
00730,30175.0,11558.0,15723.0,16095.0,53.33885666942833,7672.0,0.6637826613600969,6895.0,0.5965564976639557
00731,12657.0,4361.0,15473.0,6803.0,53.74891364462353,3568.0,0.8181609722540701,3305.0,0.7578537032790644
00735,12159.0,4303.0,18395.0,5094.0,41.89489267209474,3562.0,0.8277945619335347,3155.0,0.7332093887985127
00736,46085.0,17238.0,21894.0,19344.0,41.974612129760224,13448.0,0.7801369068337394,12355.0,0.7167304791739181
00738,29196.0,11558.0,19859.0,12248.0,41.950952185230854,8668.0,0.7499567399204015,7595.0,0.6571206091019207
00739,36734.0,11793.0,20065.0,16176.0,44.035498448304025,10628.0,0.9012125837361147,9510.0,0.8064105825489697
00740,1915.0,740.0,12944.0,1287.0,67.20626631853786,472.0,0.6378378378378379,445.0,0.6013513513513513
00741,4074.0,1324.0,22121.0,1787.0,43.86352479135984,1242.0,0.9380664652567976,1120.0,0.8459214501510574
00745,50435.0,15867.0,22960.0,19433.0,38.53078219490433,15442.0,0.973214848427554,13670.0,0.8615365223419676
00751,20677.0,7609.0,18087.0,10007.0,48.39676935725686,5294.0,0.6957550269417795,4940.0,0.6492311736101984
00754,36893.0,13650.0,19403.0,16064.0,43.542135364432276,10661.0,0.781025641025641,9755.0,0.7146520146520147
00757,21757.0,7367.0,19827.0,9867.0,45.350921542492074,7456.0,1.0120809013166825,7060.0,0.958327677480657
00765,8523.0,2210.0,14880.0,3923.0,46.02839375806641,2272.0,1.0280542986425338,1995.0,0.9027149321266968
00766,22687.0,8071.0,19682.0,10816.0,47.674879887160046,6198.0,0.7679345805971999,5665.0,0.7018956758765952
00767,33499.0,11541.0,16295.0,17766.0,53.03441893787874,8096.0,0.7014990035525518,7570.0,0.6559223637466424
00769,38812.0,13040.0,19700.0,17855.0,46.0038132536329,10653.0,0.8169478527607362,10105.0,0.7749233128834356
00771,36906.0,12199.0,21175.0,15647.0,42.39690023302444,9878.0,0.8097385031559964,9240.0,0.757439134355275
00772,19529.0,6438.0,16107.0,10320.0,52.84448768498131,5067.0,0.7870456663560111,4505.0,0.6997514756135446
00773,18224.0,6582.0,21850.0,7682.0,42.15320456540825,5123.0,0.7783348526283804,4580.0,0.6958371315709511
00775,1299.0,474.0,22667.0,465.0,35.79676674364896,539.0,1.1371308016877637,430.0,0.9071729957805907
00777,39609.0,12782.0,19830.0,18622.0,47.01456739629882,11678.0,0.9136285401345642,11030.0,0.8629322484744172
00778,46707.0,14498.0,35183.0,14101.0,30.1903354957501,17123.0,1.1810594564767554,15045.0,1.0377293419782039
00780,11016.0,3982.0,21663.0,5132.0,46.58678286129267,3366.0,0.8453038674033149,3020.0,0.7584128578603717
00782,17670.0,5207.0,13683.0,10316.0,58.381437464629315,4141.0,0.7952755905511811,3680.0,0.7067409256769733
00783,32769.0,10375.0,14995.0,18420.0,56.21166346241875,7193.0,0.6933012048192772,6830.0,0.6583132530120482
00784,39823.0,13708.0,17415.0,19004.0,47.721166160259145,9302.0,0.67858185001459,8375.0,0.6109571053399475
00786,360.0,99.0,37552.0,46.0,12.777777777777779,135.0,1.3636363636363635,,
00791,48433.0,16291.0,20269.0,20620.0,42.57427786839551,13360.0,0.8200847093487201,12750.0,0.7826407218709717
00794,28434.0,8741.0,17073.0,15733.0,55.331645213476826,6844.0,0.7829767761125729,6085.0,0.6961446058803341
00795,43873.0,14782.0,20471.0,20501.0,46.72805597975976,12662.0,0.8565823298606413,11510.0,0.7786497091056691
00901,6617.0,2760.0,21469.0,2437.0,36.82937887260088,2122.0,0.768840579710145,1175.0,0.4257246376811594
00906,191.0,115.0,106518.0,14.0,7.329842931937173,156.0,1.3565217391304347,155.0,1.3478260869565217
00907,15151.0,8043.0,36495.0,3900.0,25.74087518975645,6842.0,0.8506776078577645,5135.0,0.6384433669028969
00909,4698.0,2243.0,19443.0,2013.0,42.84802043422733,1663.0,0.741417744092733,1025.0,0.4569772625947392
00911,7089.0,3591.0,35470.0,1763.0,24.869516151784456,3375.0,0.9398496240601504,2210.0,0.6154274575327207
00912,5660.0,2578.0,22292.0,2279.0,40.265017667844525,2378.0,0.9224204809930179,1810.0,0.7020946470131885
00913,7890.0,3310.0,6493.0,6391.0,81.00126742712294,1409.0,0.4256797583081571,860.0,0.2598187311178248
00915,24888.0,10615.0,12802.0,15168.0,60.9450337512054,8027.0,0.7561940650023552,5155.0,0.48563353744700893
00917,18196.0,8326.0,15220.0,8950.0,49.186634425148384,5889.0,0.7073024261349988,4455.0,0.5350708623588758
00918,15759.0,8055.0,25117.0,6192.0,39.29183323814963,5937.0,0.7370577281191807,4655.0,0.5779019242706394
00920,16281.0,6821.0,25809.0,5205.0,31.96978072599963,6645.0,0.9741973317695353,5390.0,0.7902067145579827
00921,31801.0,13545.0,18763.0,14238.0,44.77217697556681,10822.0,0.7989664082687339,9150.0,0.6755260243632336
00923,23851.0,10039.0,14159.0,12760.0,53.49880508154794,7117.0,0.7089351529036757,5235.0,0.5214662815021417
00924,48141.0,19230.0,18176.0,23511.0,48.83778899482769,14398.0,0.7487259490379615,11705.0,0.608684347373895
00925,6640.0,3189.0,11090.0,3919.0,59.0210843373494,2651.0,0.8312950768265914,1410.0,0.44214487300094074
00926,93330.0,36114.0,35788.0,25359.0,27.171327547412407,36381.0,1.0073932546934707,32535.0,0.900897158996511
00927,13626.0,5963.0,35268.0,3389.0,24.87156905915162,5441.0,0.9124601710548381,4685.0,0.7856783498239142
00934,109.0,29.0,-666666666.0,0.0,0.0,29.0,1.0,,
00936,773.0,0.0,-666666666.0,0.0,0.0,0.0,,-666666666.0,-inf
00949,72943.0,25628.0,27229.0,24451.0,33.5206942407085,25753.0,1.0048774777587015,22860.0,0.8919931325113157
00950,0.0,0.0,-666666666.0,0.0,,0.0,,-666666666.0,-inf
00951,0.0,0.0,-666666666.0,0.0,,0.0,,-666666666.0,-inf
00952,7598.0,2796.0,14991.0,4128.0,54.330086864964464,2006.0,0.7174535050071531,1775.0,0.6348354792560801
00953,71174.0,21729.0,29019.0,20895.0,29.357630595442156,25825.0,1.1885038427907404,23520.0,1.0824244097749551
00956,63264.0,24607.0,23127.0,24676.0,39.0048052604957,21108.0,0.8578046897224367,18170.0,0.7384077701467062
00957,38198.0,14300.0,26667.0,12830.0,33.58814597622912,13323.0,0.9316783216783217,11155.0,0.7800699300699301
00959,46441.0,17685.0,30466.0,13832.0,29.784027045067937,17801.0,1.006559230986712,14755.0,0.8343228724908114
00960,2205.0,0.0,-666666666.0,40.0,1.8140589569160999,0.0,,-666666666.0,-inf
00961,29743.0,11278.0,29511.0,9023.0,30.336549776417982,9752.0,0.8646923213335698,7685.0,0.6814151445291718
00962,19082.0,6829.0,15497.0,10358.0,54.28152185305524,5295.0,0.7753697466686191,4385.0,0.6421145116415288
00965,6709.0,2514.0,15276.0,3509.0,52.30287673274706,1837.0,0.7307080350039777,1415.0,0.5628480509148767
00966,15254.0,5841.0,48163.0,2950.0,19.33918972072899,5751.0,0.9845916795069337,5305.0,0.9082348912857388
00968,3448.0,1797.0,49099.0,579.0,16.792343387470996,1361.0,0.7573734001112966,1220.0,0.6789092932665554
00969,41941.0,14343.0,50419.0,7437.0,17.732052168522447,16809.0,1.171930558460573,14770.0,1.0297706198145438
00971,25925.0,8657.0,22480.0,8805.0,33.963355834136934,9710.0,1.1216356705556196,8900.0,1.02806977012822
00976,58640.0,21424.0,32377.0,17732.0,30.238744884038198,21907.0,1.0225448095593728,20095.0,0.9379667662434653
00979,16130.0,8197.0,34701.0,2852.0,17.681339119652822,7479.0,0.9124069781627425,6550.0,0.7990728315237282
00982,14346.0,5910.0,24895.0,5602.0,39.04921232399275,4578.0,0.7746192893401015,4025.0,0.6810490693739425
00983,33947.0,13284.0,25750.0,11674.0,34.3889003446549,12277.0,0.9241945197229751,11095.0,0.8352152965974105
00985,31682.0,12166.0,26156.0,10656.0,33.63424026260969,10315.0,0.8478546769686011,9220.0,0.7578497451915174
00987,54241.0,20567.0,32555.0,14987.0,27.630390295164176,19572.0,0.9516215296348519,18130.0,0.8815092137890796
01001,17312.0,7413.0,63949.0,1416.0,8.179297597042513,8270.0,1.1156077161742883,7815.0,1.0542290570619182
01002,30014.0,9798.0,61159.0,6447.0,21.479976011194776,13754.0,1.403755868544601,8845.0,0.9027352520922637
01003,11357.0,42.0,2499.0,69.0,0.607554812010214,2779.0,66.16666666666667,465.0,11.071428571428571
01005,5128.0,1944.0,67302.0,427.0,8.326833073322932,2386.0,1.227366255144033,2205.0,1.1342592592592593
01007,15005.0,5563.0,91191.0,907.0,6.044651782739087,8197.0,1.4734855293906166,7505.0,1.349092216429984
01008,1140.0,490.0,76333.0,48.0,4.2105263157894735,548.0,1.1183673469387756,525.0,1.0714285714285714
01009,261.0,114.0,80714.0,67.0,25.67049808429119,194.0,1.7017543859649122,195.0,1.7105263157894737
01010,3658.0,1447.0,70063.0,210.0,5.740841990158557,1574.0,1.087767795438839,1510.0,1.0435383552176918
01011,1430.0,564.0,76500.0,137.0,9.58041958041958,743.0,1.3173758865248226,695.0,1.2322695035460993
01012,585.0,272.0,67321.0,43.0,7.35042735042735,290.0,1.0661764705882353,275.0,1.0110294117647058
01013,22733.0,9140.0,43808.0,4235.0,18.62930541503541,10168.0,1.112472647702407,9250.0,1.012035010940919
01020,30108.0,12798.0,60561.0,2781.0,9.236747708250299,14694.0,1.1481481481481481,13600.0,1.0626660415689952
01022,2586.0,1154.0,46488.0,546.0,21.11368909512761,997.0,0.8639514731369151,990.0,0.8578856152512998
01026,933.0,448.0,58438.0,90.0,9.646302250803858,394.0,0.8794642857142857,360.0,0.8035714285714286
01027,17818.0,7928.0,67119.0,1533.0,8.603659221012459,9238.0,1.165237134207871,8485.0,1.0702573158425832
01028,16242.0,5958.0,87748.0,751.0,4.623814801132865,7117.0,1.1945283652232292,6470.0,1.085934877475663
01029,538.0,238.0,87727.0,26.0,4.83271375464684,304.0,1.2773109243697478,295.0,1.2394957983193278
01030,11384.0,4416.0,76000.0,803.0,7.053759662684469,6053.0,1.370697463768116,5615.0,1.2715126811594204
01031,1135.0,537.0,38173.0,220.0,19.383259911894275,486.0,0.9050279329608939,445.0,0.8286778398510242
01032,495.0,234.0,68750.0,39.0,7.878787878787879,269.0,1.1495726495726495,260.0,1.1111111111111112
01033,6322.0,2603.0,96979.0,238.0,3.7646314457450174,3549.0,1.3634268152132156,3315.0,1.2735305416826739
01034,2186.0,855.0,87750.0,190.0,8.69167429094236,1090.0,1.2748538011695907,990.0,1.1578947368421053
01035,5319.0,2294.0,74364.0,349.0,6.561383718744125,2414.0,1.05231037489102,2320.0,1.011333914559721
01036,5178.0,2000.0,91646.0,130.0,2.5106218617226728,2571.0,1.2855,2405.0,1.2025
01037,747.0,238.0,80556.0,54.0,7.228915662650603,244.0,1.0252100840336134,205.0,0.8613445378151261
01038,2734.0,1220.0,72045.0,122.0,4.462326261887345,1397.0,1.1450819672131147,1295.0,1.0614754098360655
01039,1207.0,543.0,94191.0,47.0,3.8939519469759736,667.0,1.2283609576427257,605.0,1.1141804788213627
01040,40241.0,15278.0,40769.0,11471.0,28.505752839144158,15616.0,1.02212331456997,13430.0,0.8790417593925907
01050,2438.0,1067.0,67750.0,209.0,8.572600492206726,1264.0,1.1846298031865041,1200.0,1.1246485473289598
01053,1593.0,565.0,60823.0,312.0,19.58568738229755,645.0,1.1415929203539823,540.0,0.9557522123893806
01054,2001.0,766.0,90978.0,131.0,6.546726636681659,873.0,1.139686684073107,800.0,1.0443864229765014
01056,21291.0,7925.0,73458.0,1777.0,8.346249589028227,10246.0,1.292870662460568,9535.0,1.203154574132492
01057,8824.0,3526.0,83008.0,547.0,6.199002719854941,4596.0,1.3034600113442996,4360.0,1.236528644356211
01060,15948.0,6556.0,61798.0,1966.0,12.327564584900928,7583.0,1.1566503965832824,5485.0,0.8366381940207444
01062,10364.0,4171.0,75179.0,1129.0,10.893477421844848,4770.0,1.1436106449292736,4230.0,1.0141452888995446
01063,611.0,0.0,-666666666.0,0.0,0.0,251.0,inf,25.0,inf
01066,31.0,31.0,-666666666.0,0.0,0.0,0.0,0.0,-666666666.0,-21505376.322580647
01068,1833.0,688.0,88571.0,81.0,4.4189852700491,961.0,1.3968023255813953,880.0,1.2790697674418605
01069,8556.0,3508.0,63750.0,638.0,7.456755493221132,4464.0,1.272519954389966,4060.0,1.1573546180159635
01070,648.0,296.0,60000.0,44.0,6.790123456790123,339.0,1.1452702702702702,315.0,1.0641891891891893
01071,1318.0,526.0,75592.0,75.0,5.690440060698028,623.0,1.1844106463878328,575.0,1.0931558935361216
01072,1478.0,630.0,80625.0,129.0,8.728010825439783,665.0,1.0555555555555556,620.0,0.9841269841269841
01073,6144.0,2406.0,104577.0,152.0,2.4739583333333335,3111.0,1.2930174563591021,2980.0,1.2385702410640067
01074,411.0,95.0,86414.0,71.0,17.27493917274939,223.0,2.3473684210526318,,
01075,17703.0,6616.0,69346.0,1462.0,8.25848726204598,8579.0,1.2967049576783556,6915.0,1.0451934703748489
01077,9720.0,3804.0,73776.0,741.0,7.6234567901234565,4471.0,1.17534174553102,4255.0,1.1185594111461619
01079,781.0,342.0,31594.0,0.0,0.0,274.0,0.8011695906432749,275.0,0.804093567251462
01080,2709.0,918.0,65741.0,674.0,24.88002953119232,1119.0,1.2189542483660132,1085.0,1.181917211328976
01081,1883.0,756.0,69250.0,106.0,5.629314922995221,980.0,1.2962962962962963,925.0,1.2235449735449735
01082,10580.0,4587.0,56637.0,1333.0,12.599243856332704,4886.0,1.065184216263353,4620.0,1.0071942446043165
01083,3094.0,1066.0,60323.0,405.0,13.089851325145442,1380.0,1.2945590994371483,1280.0,1.200750469043152
01084,168.0,75.0,75938.0,12.0,7.142857142857143,63.0,0.84,60.0,0.8
01085,41780.0,15551.0,68042.0,2771.0,6.632359980852082,19837.0,1.2756092855764902,18305.0,1.1770947205967461
01086,363.0,0.0,-666666666.0,0.0,0.0,46.0,inf,,
01088,509.0,242.0,54286.0,91.0,17.87819253438114,317.0,1.3099173553719008,285.0,1.177685950413223
01089,28609.0,12605.0,53053.0,3227.0,11.27966723758258,13786.0,1.0936929789765966,12525.0,0.9936533121777072
01092,1278.0,461.0,108725.0,71.0,5.555555555555555,659.0,1.4295010845986984,645.0,1.3991323210412148
01093,313.0,117.0,91563.0,25.0,7.987220447284345,174.0,1.4871794871794872,165.0,1.4102564102564104
01094,387.0,205.0,-666666666.0,33.0,8.527131782945736,135.0,0.6585365853658537,130.0,0.6341463414634146
01095,14728.0,5253.0,108965.0,394.0,2.675176534492124,7436.0,1.4155720540643442,6950.0,1.3230534932419569
01096,2443.0,1060.0,82574.0,191.0,7.818256242325011,1328.0,1.2528301886792452,1245.0,1.1745283018867925
01097,56.0,20.0,-666666666.0,40.0,71.42857142857143,12.0,0.6,,
01098,1263.0,584.0,80192.0,78.0,6.175771971496437,620.0,1.0616438356164384,580.0,0.9931506849315068
01103,2332.0,1481.0,26135.0,992.0,42.53859348198971,934.0,0.6306549628629304,625.0,0.4220121539500338
01104,23740.0,8910.0,34937.0,5596.0,23.572030328559393,9385.0,1.05331088664422,7655.0,0.8591470258136925
01105,11841.0,4991.0,19427.0,5844.0,49.35393970103876,3460.0,0.6932478461230215,2195.0,0.43979162492486473
01106,15987.0,5769.0,121141.0,337.0,2.1079627197097643,6976.0,1.2092217022014213,6465.0,1.1206448257930317
01107,11562.0,3849.0,26258.0,4985.0,43.11537796229026,3564.0,0.9259547934528449,2480.0,0.6443232008313847
01108,27054.0,9690.0,43235.0,7201.0,26.617136098174022,11283.0,1.1643962848297214,9325.0,0.9623323013415893
01109,30383.0,9304.0,35339.0,7559.0,24.87904420235,10948.0,1.1766981943250214,8530.0,0.9168099742046432
01118,14830.0,5692.0,63571.0,2505.0,16.891436277815238,6880.0,1.2087139845397048,6180.0,1.0857343640196768
01119,13681.0,4900.0,46985.0,2366.0,17.29405745194065,5555.0,1.133673469387755,5000.0,1.0204081632653061
01128,2541.0,1085.0,61659.0,167.0,6.572215663124754,1297.0,1.1953917050691245,1205.0,1.1105990783410138
01129,6941.0,2864.0,58621.0,1029.0,14.824953176775681,3285.0,1.1469972067039107,3050.0,1.0649441340782122
01151,9032.0,3430.0,43128.0,1858.0,20.571302037201065,3775.0,1.1005830903790088,3220.0,0.9387755102040817
01199,0.0,0.0,-666666666.0,0.0,,0.0,,-666666666.0,-inf
01201,44458.0,20020.0,52223.0,5706.0,12.834585451437311,21361.0,1.066983016983017,18480.0,0.9230769230769231
01220,8179.0,3774.0,53223.0,913.0,11.162733830541631,4052.0,1.073661897191309,3700.0,0.9803921568627451
01222,807.0,343.0,58646.0,87.0,10.780669144981413,326.0,0.9504373177842566,275.0,0.8017492711370262
01223,2443.0,1067.0,75250.0,156.0,6.3855914858780185,1210.0,1.134020618556701,1105.0,1.035613870665417
01224,125.0,64.0,77717.0,29.0,23.2,77.0,1.203125,,
01225,3105.0,1448.0,71081.0,224.0,7.214170692431562,1601.0,1.1056629834254144,1535.0,1.0600828729281768
01226,6769.0,3088.0,68915.0,320.0,4.727433889791698,3353.0,1.0858160621761659,3075.0,0.9957901554404145
01229,91.0,48.0,-666666666.0,0.0,0.0,28.0,0.5833333333333334,,
01230,8525.0,3511.0,69328.0,569.0,6.674486803519062,3749.0,1.067786955283395,2925.0,0.8330959840501282
01235,2567.0,1116.0,63947.0,286.0,11.141410206466693,1375.0,1.232078853046595,1300.0,1.1648745519713262
01236,1311.0,538.0,64048.0,53.0,4.0427154843630815,684.0,1.271375464684015,550.0,1.0223048327137547
01237,2488.0,1036.0,67625.0,202.0,8.118971061093248,1140.0,1.1003861003861004,1070.0,1.0328185328185329
01238,5814.0,2308.0,73333.0,304.0,5.228758169934641,2766.0,1.1984402079722705,2570.0,1.1135181975736568
01240,4453.0,2098.0,68393.0,220.0,4.940489557601617,1502.0,0.7159199237368923,1380.0,0.657769304099142
01242,471.0,160.0,-666666666.0,4.0,0.8492569002123143,210.0,1.3125,210.0,1.3125
01243,268.0,144.0,49643.0,11.0,4.104477611940299,135.0,0.9375,120.0,0.8333333333333334
01244,132.0,58.0,51538.0,0.0,0.0,29.0,0.5,,
01245,836.0,397.0,80417.0,43.0,5.143540669856459,364.0,0.9168765743073047,285.0,0.7178841309823678
01247,15466.0,6562.0,44721.0,2540.0,16.423121686279583,6729.0,1.0254495580615666,5490.0,0.8366351722035965
01253,769.0,406.0,85417.0,32.0,4.161248374512354,296.0,0.729064039408867,270.0,0.6650246305418719
01254,902.0,443.0,91484.0,54.0,5.986696230598669,393.0,0.8871331828442438,345.0,0.7787810383747178
01255,891.0,353.0,71023.0,35.0,3.9281705948372614,377.0,1.0679886685552409,350.0,0.9915014164305949
01256,680.0,293.0,58125.0,47.0,6.911764705882353,370.0,1.2627986348122866,355.0,1.21160409556314
01257,2017.0,918.0,100909.0,167.0,8.279623202776401,1065.0,1.1601307189542485,910.0,0.9912854030501089
01258,488.0,214.0,67500.0,39.0,7.991803278688525,219.0,1.0233644859813085,180.0,0.8411214953271028
01259,540.0,286.0,68438.0,48.0,8.88888888888889,207.0,0.7237762237762237,185.0,0.6468531468531469
01260,427.0,140.0,118508.0,32.0,7.494145199063232,251.0,1.792857142857143,250.0,1.7857142857142858
01262,1005.0,490.0,29659.0,200.0,19.90049751243781,290.0,0.5918367346938775,205.0,0.41836734693877553
01264,206.0,80.0,71250.0,42.0,20.388349514563107,99.0,1.2375,75.0,0.9375
01266,1295.0,572.0,73906.0,70.0,5.405405405405405,634.0,1.1083916083916083,585.0,1.0227272727272727
01267,7753.0,2372.0,83939.0,561.0,7.23590868051077,3505.0,1.4776559865092749,1860.0,0.7841483979763912
01270,796.0,343.0,85417.0,50.0,6.28140703517588,434.0,1.2653061224489797,410.0,1.19533527696793
01301,17617.0,8164.0,50889.0,1920.0,10.898563887154452,8019.0,0.9822390984811367,7035.0,0.8617099461048505
01330,1276.0,574.0,70761.0,127.0,9.952978056426332,666.0,1.1602787456445993,560.0,0.975609756097561
01331,13486.0,5271.0,57987.0,1735.0,12.865193534035296,5907.0,1.1206602162777461,5125.0,0.972301271106052
01337,2532.0,1073.0,66771.0,198.0,7.819905213270142,1153.0,1.0745573159366262,1070.0,0.9972041006523765
01338,113.0,61.0,60347.0,17.0,15.044247787610619,63.0,1.0327868852459017,65.0,1.0655737704918034
